,id,user name,score
621,420562,今天就不要熬夜了,84
622,53603,卢克英雄,84
623,434246,科尔沁流浪者,84
624,80826,吉琶10696,84
625,411098,心無十三,83
626,13127,harmonytr...,82
627,258792,核能大狗,82
628,46987,FairyMad,82
629,457252,店长长长长,82
630,448069,xiezhengg...,82
631,395275,艺人没有照片,81
632,279984,红鸡,81
633,40931,Luinrandr...,81
634,172310,Rolola,81
635,243236,水上观测姬,81
636,312548,Foey,80
637,44244,NaTO9,80
638,230237,异次元的G,80
639,107661,envyy,80
640,218896,XYGO,79
641,363567,桑吉尔夫迷妹,79
642,33148,ljg77077,78
643,463874,徐栖,78
644,109066,羅罡,78
645,227572,skian,78
646,399865,百乐游戏说,78
647,353840,白天8026,77
648,165404,鸡良鸡影,77
649,349284,暮枫,77
650,79142,SonicCars...,77
651,260420,Medallion...,77
652,60611,幼红之月,76
653,143266,玄玖爷,76
654,284397,pegaiur,76
655,176254,ayumu,76
656,275284,木寸哥,76
657,59099,孟枭,75
658,123899,水上侦察姬,75
659,417949,猫锅拌饭,74
660,456780,身患威廉吉布森见登...,74
661,56837,咖喱烤鱼,74
662,129093,氡核,74
663,39159,V_iNFLUEN...,73
664,35908,某寒,73
665,181009,Atos,73
666,359229,北方77,73
667,397160,maiev4,73
668,219398,clannad30...,73
669,39251,Karma1023,72
670,298665,JoenAstar...,72
671,265605,Guisard,72
672,993,Sephiroth...,72
673,223877,阿列克谢,71
674,506590,text1997,71
675,440821,不二飞（VR世界观...,71
676,104912,Nyctophil...,71
677,465048,冰镇喵,70
678,122438,红烧小屁屁,70
679,219222,alphayoun...,70
680,443848,渔夫Yf,70
681,439872,阿闫,70
682,321060,铃铃柒,70
683,156732,CyberGobl...,70
684,476896,极生,69
685,13816,Vistaing,69
686,140438,思考者,69
687,110072,火铭,69
688,222559,alexGG,69
689,194100,陆孤梵,69
690,257762,炸年糕大王,68
691,106897,白熊王子,68
692,21879,罗伊SD,68
693,142189,迷糊的德加血,68
694,175763,路人甲_akpgf...,68
695,126063,van灵指引我,68
696,319519,Mr_Tra,67
697,25245,o0死亡舞步0o,67
698,27148,windchaos,66
699,318556,Frost漩涡,66
700,91630,NerdGamer...,66
701,181285,用户已注销,66
702,30930,_Esaka_,65
703,358633,hector-59...,65
704,16910,JOElU,65
705,219377,疯狗的奇妙冒险,64
706,48373,曾哥,64
707,255456,EtherousG...,64
708,178167,赤鸮之翼,64
709,183980,路德维希胖胖,64
710,332592,天才小鸟,64
711,215233,Secbark.G,63
712,112775,cvr,63
713,424819,关关难过关关过,63
714,30572,这只沉默的小羊咩咩...,62
715,474844,刘逸凡,62
716,102767,卜居杨四,62
717,287273,用户已注销,62
718,397148,中信出版-雅信工作...,62
719,38708,大咳嗽,61
720,87402,himrlee,61
721,134841,骚义老弟,61
722,104515,西伯利亚之森,61
723,41263,Giovanna,61
724,42714,不吃芹菜,61
725,249398,东厂老沙雕,61
726,242397,Dongpoo,60
727,19883,Jesor,60
728,185180,zero1205,60
729,381161,一条鹿,60
730,35081,水珠在冷板凳上,59
731,246527,红尘戏子,59
732,294644,半藏在此喂橘子,59
733,35481,小菜在一本道冒险,58
734,163509,潜行吧豆子Kevi...,58
735,328731,怀利Sama,58
736,404460,活着不好吗写什么剧...,58
737,126119,逆火,58
738,416091,NMI自然现象,58
739,317981,是汽水呀,58
740,193133,Destroy C...,58
741,286030,ghosty_小白,57
742,204383,大师级冻豆腐,57
743,140055,K.N.刈人,57
744,287323,tomyppp ,57
745,123127,丹沃尔游魂,57
746,320098,Super Max,57
747,17877,灵幻道久,56
748,103147,Xanthus,56
749,308137,musicraft,56
750,207179,九九i,56
751,92590,nofun11,56
752,459966,带子带子带子,56
753,43000,andd,56
754,71794,子旋,56
755,297031,酒木二九,56
756,315181,橙子fr,56
757,66061,樱花家的阿柴,56
758,266700,高速移动的嘴唇,55
759,454720,飛機不符合,55
760,49010,白天沒幹勁的八嘎君,55
761,135637,Vino君,55
762,245263,Foxtail07...,54
763,150312,m?c?co?y?...,54
764,297062,Mr_Fahren...,54
765,16649,cybercser...,54
766,377057,ilannnnn,54
767,56346,FunGuy,53
768,340369,kojimz,53
769,19906,杭_FEVEF,53
770,365432,Ness,53
771,440344,XSOUL冶风,53
772,271658,Kicc,53
773,135195,向后转,53
774,363028,PT195,53
775,180844,温存丶,53
776,16053,E_finch,52
777,429561,000777,52
778,251082,SpaceShee...,52
779,307301,本本宁,52
780,229042,Bulmusk,52
781,362921,三口劍,52
782,309332,Joway,52
783,412037,EimanTan,52
784,184472,[CHN]Ryan,52
785,384518,孙衍,52
786,236357,WZSPDW,52
787,49416,颜拿铁,52
788,49001,Evangel,52
789,176486,我的小游戏,52
790,403670,载物,52
791,89777,野郎33,51
792,162925,行儒道人,51
793,315774,君の名は希望,51
794,456864,新八齐,51
795,36313,远在天国的JJ,51
796,444544,克总Henry,51
797,443078,冰戈,51
798,436685,ME王,51
799,213440,折木时夏,51
800,478322,DreamNRJ,50
801,44150,Noth,50
802,203904,Tanihara,50
803,330,THX,50
804,17162,文森特崔,50
805,230355,batman118,50
806,284165,Lethanl,50
807,23659,robberjoh...,50
808,164216,游文戏艺,50
809,150066,jaineS,50
810,29686,lesliehac...,49
811,279042,终极海马,49
812,369174,二狗_TwoDog,49
813,313041,胖子的胖子,49
814,443189,sanxs,49
815,231718,粗毛羊,49
816,421566,酥皮-,49
817,170129,飛龍Dragon,48
818,234983,雨宫 莲,48
819,127007,仲夏,48
820,199284,无良印品,48
821,23219,路人甲乙，额......,48
822,276422,zkytl,48
823,341136,古明地地,48
824,355889,新星出版社,48
825,180710,w2112w,48
826,267634,曦染DLp,48
827,406529,名侦探老张,48
828,54071,碳酸灰熊,48
829,226448,惰性机体_,48
830,331623,Myasuka,47
831,293290,腾飞-ss,47
832,470151,闻道於野,47
833,223671,wenseer,47
834,56653,哗哗哒哇,47
835,456797,介錯人,47
836,202034,米苏苏,47
837,442583,木更,47
838,319547,GRENICO,47
839,319467,米勒与麋鹿,47
840,372283,某悠,47
841,160861,米霞的小咖啡磨,46
842,460743,真正,46
843,158329,叶翼的降临,46
844,282632,胖奇,46
845,49747,Namless,46
846,343520,元音,45
847,365156,男爵兔,45
848,227021,异术,45
849,388490,大尉,45
850,388589,49_None,45
851,35258,rpgincomi...,45
852,417252,漫天的云,45
853,283850,Diid233,44
854,48265,冰落,44
855,18710,地球防卫大佐,44
856,171464,王加洛,44
857,371399,久南乔,44
858,270849,SwadiaLeo,44
859,144549,山阵的机魂,44
860,114752,DevinTak,44
861,300905,戴费雪,43
862,94756,Retro冷饭王,43
863,110467,温和多云,43
864,56436,王写写,43
865,293398,地图,43
866,235879,dbshch,43
867,30896,百步穿杨-疾风奈奈,42
868,67478,utsuho072...,42
869,464994,purpleowl,42
870,344025,Klui,42
871,129934,皛白,42
872,256234,牧川ww,42
873,31624,Coffendo,42
874,375645,Abnormali...,42
875,428264,岛木,42
876,139018,鱼尾,42
877,245072,Fandlex,42
878,261648,茶包,42
879,20422,kshift,42
880,52395,夜间飞行的伊卡洛斯,41
881,123088,桌游乱炖寒冰,41
882,193047,雾都阿喵,41
883,438010,要成为天才的小诺,41
884,143453,DarkDiabl...,41
885,81918,B.C.69,41
886,422704,蛋奶星星,41
887,226610,知其知之,41
888,401673,狐仙儿_前进三,41
889,332711,凶我你,40
890,506228,角鼠的信徒,40
891,38235,达斯佛,40
892,473915,DLCCCCC,40
893,352911,Linsway,40
894,26869,吃录像带,40
895,50908,幻来幻去,40
896,45507,Pla153,40
897,429219,Devilium,40
898,276082,棕尔,40
899,197888,BenLast,40
900,381677,博集天卷,40
901,201483,终焉Innhear...,39
902,172630,Grey Fox,39
903,29355,天荒不老识能龙,39
904,49961,小虎SDoIC,39
905,408263,阮天思,39
906,14440,KApostate,39
907,227223,八十七街的小说家,38
908,272921,RoyRen,38
909,113876,XavierX,38
910,68908,不说话先生,38
911,273325,愤怒的荷叶,38
912,42961,好小白,38
913,194732,orange5,38
914,293483,MiKasoTem...,38
915,403222,HAKUCHI,38
916,396714,王大可_Ni3,37
917,469537,maximeGu,37
918,90578,轻语的R君,37
919,47108,Tosuto!!!,37
920,76374,岚灵羽,37
921,194371,Glenqiu,37
922,402823,kasier,37
923,400668,码字的刺猬,37
924,509340,全员恶猫,36
925,144787,凯莉葩缪子,36
926,130456,Red Lemon...,36
927,89966,TUDOUGK,36
928,29672,Burnswang,36
929,149992,塔萨达er,35
930,156649,KimmyLeo,35
931,439957,BonesStud...,35
932,111693,soupflygg,35
933,71795,howe777,35
934,94024,真の阿5,35
935,425196,Ulforce魂,35
936,149312,道格拉琐,35
937,246295,shimada,34
938,461717,一目小僧,34
939,276988,HKGC196,34
940,459119,demoph,34
941,44715,IMPACT_BL...,34
942,442979,Sephy0826,34
943,56406,言缜,34
944,69174,一贼,34
945,64887,二傻,33
946,101503,Rubben,33
947,340719,京極堂,33
948,190548,三杯白开水,33
949,123698,MikeMerce...,33
950,313845,墨熙已,32
951,60624,守密人,32
952,79565,css561,32
953,365862,Botanica,32
954,148759,啦啦嚓嚓大陆上的骑...,32
955,238967,多米domi,32
956,446145,活蹦乱跳的鲤鱼王,32
957,20647,MoYuM,32
958,299162,全息拖拉机碎片,31
959,488830,呆罗,31
960,58108,NoVa使用了水溅...,31
961,478699,毒舌大表哥,31
962,331317,眠不觉,31
963,176032,萝卜老爷,31
964,347162,Tony.W,31
965,206307,EB高梦博,31
966,16214,南宮鬦,31
967,279749,稽核网,31
968,237651,索拉里昂星,31
969,15401,维克多_Yip,31
970,34096,Fszer,30
971,207907,裴橘,30
972,26845,YDDADGIB,30
973,87101,D.D,30
974,444234,李献计历险记,30
975,511261,猫佑maoyoo,29
976,277673,葭尘,29
977,16073,AWE_LL,29
978,23895,Nate-Z,29
979,456936,烤鱿鱼,29
980,264422,独行之翼,29
981,127121,塔科达纳星球,29
982,442887,Ferres,29
983,436906,不吃少女,29
984,199169,5001,28
985,295495,莫言国G,28
986,466121,一池,28
987,374335,三星条纹臭鼬,28
988,463515,源翟,28
989,128638,zllyy,28
990,29183,太锅人TAWUNA...,28
991,425694,格物匠客,28
992,321362,knake,28
993,272113,浊心,28
994,13188,平底锅,27
995,409930,疯先生,27
996,462665,青菜小,27
997,242753,S.S.S,26
